,AA,AAPL,GE,IBM,JNJ,MSFT,PEP,SPX,XOM
1996-04-17 00:00:00,12.02,6.31,8.72,22.31,16.47,5.2,21.05,641.61,14.51
1996-04-18 00:00:00,12.09,6.19,8.83,22.37,16.65,5.35,21.09,643.61,14.23
1996-04-19 00:00:00,11.91,6.26,8.81,22.34,16.52,5.39,20.97,645.07,14.25
1996-04-22 00:00:00,11.84,6.28,8.86,22.74,16.36,5.54,21.01,647.89,14.25
1996-04-23 00:00:00,11.81,6.19,8.84,22.68,16.45,5.53,20.88,651.58,14.71
1996-04-24 00:00:00,11.72,6.06,8.8,22.63,16.31,5.48,20.41,650.17,14.64
1996-04-25 00:00:00,11.67,6.22,8.69,22.95,16.38,5.54,20.58,652.87,14.69
1996-04-26 00:00:00,11.74,6.19,8.68,22.84,16.47,5.57,20.58,653.46,14.66
1996-04-29 00:00:00,11.84,6.19,8.65,23.03,16.7,5.53,21.09,654.16,14.92
1996-04-30 00:00:00,11.7,6.09,8.61,22.84,16.81,5.56,21.82,654.17,14.77
1996-05-01 00:00:00,11.67,6.09,8.68,22.87,16.86,5.65,22.0,654.58,14.53
1996-05-02 00:00:00,11.57,5.94,8.63,22.87,16.27,5.48,21.65,643.38,14.36
1996-05-03 00:00:00,11.81,5.97,8.58,22.92,16.27,5.45,21.52,641.63,14.31
1996-05-06 00:00:00,12.42,6.41,8.5,22.68,16.31,5.49,21.52,640.81,14.36
1996-05-07 00:00:00,12.23,6.72,8.4,22.45,16.31,5.56,21.82,638.26,14.31
1996-05-08 00:00:00,12.23,6.69,8.47,22.52,16.7,5.61,22.21,644.77,14.53
1996-05-09 00:00:00,12.16,6.53,8.58,22.76,16.52,5.57,22.55,645.44,14.56
1996-05-10 00:00:00,12.4,6.81,8.66,22.63,16.65,5.64,22.51,652.09,14.65
1996-05-13 00:00:00,12.47,6.76,8.75,22.89,16.84,5.83,22.86,661.51,14.83
1996-05-14 00:00:00,12.37,6.88,8.79,23.1,16.81,5.84,22.77,665.6,14.87
1996-05-15 00:00:00,12.4,7.12,8.77,23.19,17.06,5.78,22.98,665.42,14.85
1996-05-16 00:00:00,12.33,7.09,8.9,23.1,17.13,5.75,23.37,664.85,14.71
1996-05-17 00:00:00,12.26,6.91,9.05,23.58,17.31,5.75,23.71,668.91,14.87
1996-05-20 00:00:00,11.9,6.99,9.4,23.85,17.38,5.73,23.76,673.15,15.31
1996-05-21 00:00:00,11.98,6.78,9.27,23.61,17.45,5.65,23.5,672.76,15.11
1996-05-22 00:00:00,11.83,6.51,9.46,23.48,17.7,5.74,23.46,678.42,15.4
1996-05-23 00:00:00,11.76,6.56,9.43,23.24,17.61,5.82,23.33,676.0,15.42
1996-05-24 00:00:00,11.81,6.69,9.47,23.13,17.82,5.82,23.24,678.51,15.26
1996-05-28 00:00:00,11.57,6.59,9.22,23.03,17.77,5.76,22.81,672.23,15.15
1996-05-29 00:00:00,11.65,6.22,9.16,22.73,17.57,5.75,22.86,667.93,14.93
1996-05-30 00:00:00,11.79,6.38,9.27,22.81,17.84,5.81,23.03,671.7,15.2
1996-05-31 00:00:00,11.6,6.53,9.22,22.71,17.77,5.83,22.86,669.12,14.87
1996-06-03 00:00:00,11.62,6.19,9.23,22.41,17.7,5.81,23.03,667.68,14.74
1996-06-04 00:00:00,11.5,6.05,9.34,22.52,17.93,5.79,22.94,672.56,14.89
1996-06-05 00:00:00,11.22,6.28,9.4,22.31,18.11,5.94,23.19,678.44,14.89
1996-06-06 00:00:00,10.89,6.06,9.61,21.54,17.93,5.88,23.37,673.03,14.8
1996-06-07 00:00:00,11.22,6.09,9.57,21.64,18.0,5.96,23.28,673.31,15.07
1996-06-10 00:00:00,11.22,6.03,9.58,21.83,18.14,5.92,23.19,672.16,14.98
1996-06-11 00:00:00,11.27,6.0,9.43,21.93,18.25,6.0,23.11,670.97,14.91
1996-06-12 00:00:00,11.22,6.06,9.5,21.91,18.25,6.14,23.11,669.04,14.76
1996-06-13 00:00:00,11.18,6.16,9.55,21.96,17.84,6.12,23.11,667.92,14.74
1996-06-14 00:00:00,11.03,5.99,9.55,21.62,17.89,6.04,22.85,665.85,14.65
1996-06-17 00:00:00,11.06,5.91,9.61,21.8,17.79,6.12,22.93,665.16,14.83
1996-06-18 00:00:00,11.22,5.69,9.54,21.54,17.48,6.01,23.19,662.06,14.8
1996-06-19 00:00:00,11.18,5.78,9.54,21.72,17.52,5.98,23.71,661.96,14.89
1996-06-20 00:00:00,11.1,5.69,9.54,21.43,17.48,5.98,23.45,662.1,15.02
1996-06-21 00:00:00,11.13,5.66,9.69,20.98,17.57,6.08,23.62,666.84,15.13
1996-06-24 00:00:00,10.94,5.56,9.73,21.19,17.66,6.1,23.88,668.85,15.09
1996-06-25 00:00:00,10.82,5.16,9.78,21.22,18.02,5.99,24.14,668.48,15.15
1996-06-26 00:00:00,10.87,4.97,9.68,20.98,18.02,5.92,24.14,664.39,15.26
1996-06-27 00:00:00,10.87,5.16,9.75,21.03,17.93,5.89,24.57,668.55,15.35
1996-06-28 00:00:00,10.8,5.25,9.66,21.06,18.07,5.9,24.49,670.63,15.24
1996-07-01 00:00:00,10.92,5.38,9.77,21.59,18.12,6.01,24.57,675.88,15.31
1996-07-02 00:00:00,10.87,5.25,9.8,21.27,18.16,5.97,24.4,673.61,15.55
1996-07-03 00:00:00,10.7,4.84,9.77,20.95,18.02,5.95,23.97,672.4,15.66
1996-07-05 00:00:00,10.54,4.88,9.59,20.82,17.66,5.81,23.45,657.44,15.44
1996-07-08 00:00:00,10.54,4.78,9.39,20.92,17.52,5.91,23.19,652.54,15.44
1996-07-09 00:00:00,10.68,4.75,9.48,21.06,17.25,5.89,23.11,654.75,15.53
1996-07-10 00:00:00,10.94,4.69,9.56,21.03,17.52,5.87,23.19,656.06,15.59
1996-07-11 00:00:00,10.68,4.47,9.39,20.42,17.52,5.62,22.68,645.67,15.68
1996-07-12 00:00:00,10.85,4.51,9.41,20.27,17.23,5.52,22.93,646.19,15.74
1996-07-15 00:00:00,10.49,4.3,9.11,19.33,16.79,5.43,22.07,629.8,15.5
1996-07-16 00:00:00,10.44,4.22,9.06,20.37,17.61,5.67,21.81,628.37,15.15
1996-07-17 00:00:00,10.59,4.22,9.27,20.02,17.34,5.75,21.55,634.07,14.93
1996-07-18 00:00:00,10.63,5.22,9.39,20.05,17.93,5.89,22.5,643.56,15.04
1996-07-19 00:00:00,10.61,5.19,9.2,19.94,18.02,5.94,22.42,638.73,14.98
1996-07-22 00:00:00,10.52,5.06,9.06,19.68,17.84,5.88,22.68,633.77,14.98
1996-07-23 00:00:00,10.49,5.12,8.89,19.2,17.29,5.51,22.93,626.87,14.85
1996-07-24 00:00:00,10.54,5.2,8.95,19.52,17.34,5.64,22.24,626.65,14.67
1996-07-25 00:00:00,10.63,5.25,9.03,22.04,17.29,5.82,21.81,631.17,14.71
1996-07-26 00:00:00,10.77,5.5,9.11,22.09,17.57,5.85,21.99,635.9,14.61
1996-07-29 00:00:00,10.87,5.56,8.96,22.28,17.39,5.74,21.81,630.91,14.5
1996-07-30 00:00:00,10.92,5.34,8.97,22.84,17.61,5.83,22.07,635.26,14.34
1996-07-31 00:00:00,10.96,5.5,9.21,22.87,17.43,5.79,21.9,639.95,14.43
1996-08-01 00:00:00,11.29,5.31,9.34,22.81,17.93,5.92,22.16,650.02,14.63
1996-08-02 00:00:00,11.48,5.41,9.65,23.16,18.12,6.06,23.11,662.49,14.87
1996-08-05 00:00:00,11.45,5.25,9.62,23.24,18.39,5.98,22.85,660.23,14.78
1996-08-06 00:00:00,11.5,5.38,9.69,23.32,18.43,6.09,22.85,662.38,14.74
1996-08-07 00:00:00,11.43,5.59,9.6,24.03,18.8,6.13,22.33,664.16,14.56
1996-08-08 00:00:00,11.43,5.53,9.51,24.22,18.71,6.15,21.73,662.59,14.5
1996-08-09 00:00:00,11.48,5.78,9.38,23.98,18.71,6.11,20.95,662.1,14.28
1996-08-12 00:00:00,11.43,5.75,9.52,23.93,19.21,6.15,21.21,665.77,14.46
1996-08-13 00:00:00,11.41,5.62,9.52,23.34,19.16,6.07,21.81,660.2,14.41
1996-08-14 00:00:00,11.67,5.69,9.56,23.74,19.39,6.13,21.81,662.05,14.33
1996-08-15 00:00:00,11.52,5.56,9.49,23.66,19.39,6.15,21.55,662.28,14.3
1996-08-16 00:00:00,11.64,5.62,9.51,23.47,18.91,6.1,21.73,665.21,14.59
1996-08-19 00:00:00,11.67,5.91,9.52,23.47,19.1,6.07,21.04,666.58,14.79
1996-08-20 00:00:00,11.93,5.88,9.52,23.58,18.96,6.06,20.78,665.69,14.84
1996-08-21 00:00:00,12.11,5.75,9.41,23.95,19.01,6.07,21.12,665.07,14.68
1996-08-22 00:00:00,11.93,5.81,9.48,24.03,19.05,6.14,21.55,670.68,14.81
1996-08-23 00:00:00,12.04,5.97,9.6,24.11,18.73,6.05,21.64,667.03,14.61
1996-08-26 00:00:00,11.88,6.03,9.59,24.01,18.5,6.03,21.81,663.88,14.46
1996-08-27 00:00:00,11.88,6.22,9.69,23.85,18.64,6.13,21.38,666.4,14.61
1996-08-28 00:00:00,11.97,6.22,9.67,24.54,18.46,6.17,20.69,664.81,14.48
1996-08-29 00:00:00,11.76,6.12,9.49,24.57,18.27,6.1,19.74,657.4,14.17
1996-08-30 00:00:00,11.74,6.06,9.31,24.41,18.04,6.02,19.83,651.99,14.44
1996-09-03 00:00:00,11.88,6.03,9.42,24.59,18.0,6.06,19.74,654.72,14.84
1996-09-04 00:00:00,12.0,6.03,9.44,24.46,18.0,6.06,19.91,655.61,14.86
1996-09-05 00:00:00,11.9,5.72,9.32,24.14,17.77,5.97,19.56,649.44,14.72
1996-09-06 00:00:00,11.74,5.75,9.49,24.65,18.23,6.02,19.74,655.68,14.88
1996-09-09 00:00:00,11.83,5.5,9.59,25.1,18.27,6.13,19.91,663.76,14.92
1996-09-10 00:00:00,11.69,5.38,9.63,25.21,18.09,6.11,20.43,663.81,14.77
1996-09-11 00:00:00,11.57,5.28,9.63,25.18,18.04,6.15,20.69,667.28,15.03
1996-09-12 00:00:00,11.69,5.09,9.74,25.02,18.04,6.32,20.69,671.15,15.06
1996-09-13 00:00:00,11.71,5.25,9.9,26.06,18.32,6.43,20.69,680.54,14.97
1996-09-16 00:00:00,12.0,5.59,9.9,26.19,18.36,6.46,19.82,683.98,15.08
1996-09-17 00:00:00,11.93,5.75,9.74,26.38,18.32,6.58,20.08,682.94,15.08
1996-09-18 00:00:00,11.86,5.88,9.77,26.57,18.18,6.7,20.43,681.47,15.19
1996-09-19 00:00:00,11.62,5.84,9.84,26.35,18.32,6.77,20.86,683.0,15.21
1996-09-20 00:00:00,11.43,5.72,9.98,26.25,18.5,6.78,20.86,687.03,15.39
1996-09-23 00:00:00,11.1,5.59,9.91,26.51,18.59,6.77,20.6,686.48,15.34
1996-09-24 00:00:00,11.05,5.62,10.07,26.49,18.46,6.72,20.78,685.61,15.28
1996-09-25 00:00:00,11.19,5.59,10.25,26.99,18.41,6.66,20.86,685.83,15.08
1996-09-26 00:00:00,11.15,5.59,10.17,26.54,18.68,6.48,20.95,685.86,14.88
1996-09-27 00:00:00,11.12,5.58,10.3,26.62,18.87,6.6,19.48,686.19,14.77
1996-09-30 00:00:00,11.15,5.55,10.24,26.57,18.77,6.48,19.56,687.33,14.75
1996-10-01 00:00:00,11.36,6.16,10.2,26.41,18.73,6.49,19.65,689.08,15.1
1996-10-02 00:00:00,11.48,5.91,10.34,26.86,18.77,6.62,19.91,694.01,15.19
1996-10-03 00:00:00,11.41,5.59,10.34,26.67,18.68,6.58,20.26,692.78,15.23
1996-10-04 00:00:00,11.34,5.7,10.53,27.02,19.01,6.7,20.34,701.46,15.57
1996-10-07 00:00:00,11.03,5.78,10.6,27.29,19.05,6.75,20.0,703.34,15.57
1996-10-08 00:00:00,10.65,5.81,10.51,27.4,19.01,6.65,19.91,700.64,15.5
1996-10-09 00:00:00,10.56,5.75,10.45,26.94,18.77,6.61,19.74,696.74,15.26
1996-10-10 00:00:00,10.98,6.05,10.36,27.26,18.64,6.57,19.91,694.61,15.21
1996-10-11 00:00:00,11.03,6.06,10.62,27.72,18.87,6.74,20.08,700.66,15.3
1996-10-14 00:00:00,11.03,6.31,10.69,27.74,19.23,6.71,20.08,703.54,15.52
1996-10-15 00:00:00,11.12,6.31,10.72,27.63,18.77,6.82,19.91,702.57,15.43
1996-10-16 00:00:00,11.1,6.44,10.69,27.23,18.77,6.78,20.26,704.41,15.48
1996-10-17 00:00:00,11.31,6.59,10.71,26.81,19.19,6.66,20.86,706.99,15.61
1996-10-18 00:00:00,11.27,6.64,10.71,27.61,19.01,6.62,21.12,710.82,15.83
1996-10-21 00:00:00,11.24,6.41,10.78,27.77,18.59,6.58,20.86,709.85,15.77
1996-10-22 00:00:00,11.05,6.22,10.76,27.1,18.23,6.51,20.43,706.57,15.59
1996-10-23 00:00:00,10.96,6.19,10.86,27.58,18.23,6.61,20.6,707.27,15.7
1996-10-24 00:00:00,11.31,6.19,10.82,27.18,17.81,6.71,20.6,702.29,15.46
1996-10-25 00:00:00,11.29,6.12,10.79,26.99,17.31,6.7,20.78,700.92,15.68
1996-10-28 00:00:00,11.24,6.12,10.69,27.18,17.45,6.71,20.78,697.26,15.63
1996-10-29 00:00:00,11.41,5.81,10.81,26.81,17.68,6.65,20.52,701.5,15.88
1996-10-30 00:00:00,11.26,5.72,10.81,26.97,17.58,6.69,20.6,700.9,15.79
1996-10-31 00:00:00,11.14,5.75,10.89,27.53,18.04,6.74,20.52,705.27,15.7
1996-11-01 00:00:00,11.28,6.06,10.88,27.21,18.0,6.75,20.78,703.77,15.63
1996-11-04 00:00:00,11.21,6.09,10.96,27.47,17.91,6.78,20.69,706.73,15.68
1996-11-05 00:00:00,11.38,6.38,11.12,27.79,18.32,6.95,20.78,714.14,15.63
1996-11-06 00:00:00,11.38,6.38,11.44,28.54,19.23,7.1,20.86,724.59,15.7
1996-11-07 00:00:00,11.38,6.47,11.57,28.62,18.87,7.05,20.95,727.65,15.82
1996-11-08 00:00:00,11.4,6.56,11.5,28.75,18.87,7.05,21.81,730.82,15.97
1996-11-11 00:00:00,11.35,6.5,11.48,28.78,18.87,7.05,21.73,731.87,16.09
1996-11-12 00:00:00,11.64,6.31,11.47,28.51,18.64,6.96,21.9,729.56,15.91
1996-11-13 00:00:00,11.59,6.39,11.66,28.83,18.64,7.12,22.16,731.13,16.13
1996-11-14 00:00:00,11.71,6.41,11.82,29.29,18.64,7.35,22.77,735.88,16.11
1996-11-15 00:00:00,11.68,6.25,11.74,31.03,18.66,7.32,22.59,737.62,16.13
1996-11-18 00:00:00,11.78,6.19,11.64,31.4,18.62,7.39,22.07,737.02,16.31
1996-11-19 00:00:00,11.73,6.22,11.59,32.98,18.98,7.66,21.9,742.16,16.44
1996-11-20 00:00:00,12.06,6.25,11.57,32.66,18.89,7.53,21.81,743.95,16.31
1996-11-21 00:00:00,11.85,6.12,11.44,32.98,19.17,7.39,21.04,742.75,16.24
1996-11-22 00:00:00,11.85,6.31,11.37,33.91,19.21,7.39,20.78,748.73,16.6
1996-11-25 00:00:00,12.02,6.25,11.68,33.73,19.76,7.54,20.78,757.03,16.96
1996-11-26 00:00:00,12.04,6.06,11.48,33.81,19.72,7.55,20.69,755.96,16.96
1996-11-27 00:00:00,12.04,6.12,11.54,33.83,19.67,7.64,20.95,755.0,16.76
1996-11-29 00:00:00,12.09,6.03,11.71,34.1,19.58,7.71,20.95,757.02,16.87
1996-12-02 00:00:00,12.11,6.28,11.62,34.88,19.44,7.75,20.78,756.56,16.96
1996-12-03 00:00:00,11.99,6.28,11.17,34.8,19.03,7.6,20.69,748.28,16.89
1996-12-04 00:00:00,11.87,6.25,11.13,34.66,19.12,7.53,20.86,745.1,16.78
1996-12-05 00:00:00,12.23,6.25,10.99,33.91,18.98,7.51,20.6,744.38,16.98
1996-12-06 00:00:00,11.95,6.28,11.02,33.3,19.03,7.51,20.42,739.6,16.96
1996-12-09 00:00:00,11.99,6.25,11.09,34.23,19.26,8.03,20.6,749.76,16.98
1996-12-10 00:00:00,12.25,6.12,11.05,33.75,19.3,8.04,20.68,747.54,16.8
1996-12-11 00:00:00,12.09,6.0,10.92,33.41,19.03,8.19,20.51,740.73,16.89
1996-12-12 00:00:00,12.14,5.97,10.89,32.44,18.57,7.96,20.07,729.3,16.89
1996-12-13 00:00:00,11.97,5.81,10.89,32.71,18.29,7.86,20.25,728.64,16.93
1996-12-16 00:00:00,11.8,5.66,10.71,31.8,17.97,7.54,20.16,720.98,16.89
1996-12-17 00:00:00,11.66,5.62,10.99,32.5,17.88,7.85,19.9,726.04,17.25
1996-12-18 00:00:00,11.57,5.78,11.17,33.94,18.07,8.12,19.99,731.54,17.38
1996-12-19 00:00:00,11.95,5.56,11.57,33.83,18.62,8.34,19.99,745.76,17.81
1996-12-20 00:00:00,12.04,5.88,11.51,33.09,18.34,8.21,20.34,748.87,17.81
1996-12-23 00:00:00,11.76,5.81,11.37,33.0,18.34,8.23,20.51,746.92,17.92
1996-12-24 00:00:00,11.76,5.78,11.48,33.33,18.39,8.34,20.34,751.03,17.92
1996-12-26 00:00:00,11.83,5.75,11.62,33.33,18.43,8.4,20.51,755.82,17.92
1996-12-27 00:00:00,11.83,5.78,11.6,33.19,18.57,8.28,20.6,756.79,17.85
1996-12-30 00:00:00,12.02,5.44,11.5,32.87,18.8,8.2,20.77,753.85,17.76
1996-12-31 00:00:00,12.11,5.22,11.19,32.42,18.29,8.12,20.34,740.74,17.52
1997-01-02 00:00:00,12.37,5.25,11.04,32.79,18.29,8.02,20.51,737.01,17.58
1997-01-03 00:00:00,12.92,5.44,11.21,34.05,18.48,8.31,20.68,748.03,17.63
1997-01-06 00:00:00,12.89,4.47,11.2,34.5,18.62,8.29,20.34,747.65,17.87
1997-01-07 00:00:00,12.82,4.38,11.43,34.96,18.66,8.35,20.51,753.23,17.92
1997-01-08 00:00:00,12.8,4.41,11.27,34.21,18.8,8.19,20.6,748.41,17.78
1997-01-09 00:00:00,13.23,4.44,11.44,34.64,18.94,8.09,20.34,754.85,18.39
1997-01-10 00:00:00,13.54,4.56,11.47,34.88,18.8,8.28,20.25,759.5,18.9
1997-01-13 00:00:00,13.44,4.53,11.68,35.06,18.48,8.23,20.51,759.51,18.43
1997-01-14 00:00:00,13.51,4.47,11.84,35.74,18.84,8.39,20.68,768.86,18.52
1997-01-15 00:00:00,13.49,4.31,11.64,35.23,19.17,8.31,20.6,767.2,18.59
1997-01-16 00:00:00,13.61,4.19,11.48,35.41,18.98,8.45,21.03,769.75,18.45
1997-01-17 00:00:00,13.87,4.19,11.72,35.36,18.89,8.56,21.2,776.17,18.39
1997-01-20 00:00:00,13.77,4.24,11.88,35.73,18.75,8.91,21.73,776.7,18.32
1997-01-21 00:00:00,13.42,4.31,11.94,35.95,19.67,9.33,22.07,782.72,18.52
1997-01-22 00:00:00,13.13,4.3,12.15,33.81,21.1,9.56,22.25,786.23,18.95
1997-01-23 00:00:00,12.78,4.31,11.78,32.47,20.64,9.31,24.68,777.56,18.39
1997-01-24 00:00:00,12.87,4.22,11.53,32.2,20.27,9.42,23.55,770.52,17.92
1997-01-27 00:00:00,12.66,4.16,11.36,31.19,20.09,9.44,23.72,765.02,18.45
1997-01-28 00:00:00,12.92,4.16,11.38,32.26,20.0,9.39,23.98,765.02,17.96
1997-01-29 00:00:00,13.01,4.16,11.72,33.46,20.22,9.55,23.81,772.5,18.45
1997-01-30 00:00:00,13.16,4.19,11.95,33.65,20.92,9.93,23.98,784.17,18.61
1997-01-31 00:00:00,13.11,4.16,11.71,33.57,21.24,10.02,24.25,786.16,18.52
1997-02-03 00:00:00,13.08,4.08,11.91,33.14,21.05,10.06,23.72,786.73,18.28
1997-02-04 00:00:00,12.97,3.85,11.75,32.87,21.65,10.13,22.86,789.26,18.48
1997-02-05 00:00:00,12.82,3.81,11.65,31.83,21.1,9.66,22.16,778.28,18.39
1997-02-06 00:00:00,12.72,4.0,11.77,31.31,21.65,9.54,22.51,780.15,18.35
1997-02-07 00:00:00,12.89,3.95,11.88,31.9,21.97,9.86,22.42,789.56,18.19
1997-02-10 00:00:00,12.7,3.91,11.75,30.62,21.93,9.6,22.42,785.43,18.03
1997-02-11 00:00:00,12.72,3.92,11.84,31.15,22.06,9.68,22.59,789.59,18.3
1997-02-12 00:00:00,12.77,3.94,11.98,31.1,22.39,9.81,22.42,802.77,18.55
1997-02-13 00:00:00,12.89,4.03,12.13,31.39,22.78,9.82,22.16,811.82,18.73
1997-02-14 00:00:00,13.2,4.08,12.03,31.1,22.64,9.61,22.42,808.48,18.71
1997-02-18 00:00:00,13.39,4.47,12.16,31.15,23.15,9.56,22.77,816.29,18.75
1997-02-19 00:00:00,13.56,4.41,12.16,30.8,22.73,9.58,22.86,812.49,18.6
1997-02-20 00:00:00,13.51,4.25,11.96,30.29,22.22,9.36,23.29,802.8,18.57
1997-02-21 00:00:00,13.56,4.09,11.89,29.52,22.22,9.33,23.98,801.77,18.69
1997-02-24 00:00:00,13.53,4.16,12.06,30.86,22.41,9.83,23.72,810.28,18.48
1997-02-25 00:00:00,13.34,4.22,11.99,31.42,22.13,9.77,23.55,812.03,18.64
1997-02-26 00:00:00,13.06,4.28,12.02,31.5,21.67,9.85,22.94,805.68,18.39
1997-02-27 00:00:00,13.53,4.25,11.89,30.67,21.26,9.44,23.03,795.07,17.99
1997-02-28 00:00:00,13.58,4.06,11.64,30.83,21.21,9.58,22.94,790.82,18.06
1997-03-03 00:00:00,13.77,4.03,11.7,31.13,21.53,9.77,23.2,795.31,17.88
1997-03-04 00:00:00,13.79,4.12,11.53,31.07,21.17,9.74,22.42,790.95,18.01
1997-03-05 00:00:00,13.68,4.25,11.78,31.21,21.9,9.91,22.42,801.99,18.24
1997-03-06 00:00:00,13.68,4.16,11.9,31.45,21.81,9.6,22.16,798.56,18.17
1997-03-07 00:00:00,13.79,4.12,11.98,31.04,22.36,9.5,22.07,804.97,18.08
1997-03-10 00:00:00,14.27,4.16,12.04,31.34,22.59,9.82,22.25,813.65,18.55
1997-03-11 00:00:00,14.49,4.09,11.95,31.31,22.46,9.66,22.59,811.34,18.51
1997-03-12 00:00:00,14.32,4.06,11.91,31.07,21.99,9.7,22.33,804.26,18.28
1997-03-13 00:00:00,14.01,4.09,11.78,30.64,21.67,9.79,21.89,789.56,18.01
1997-03-14 00:00:00,14.22,4.14,11.71,30.8,21.35,9.72,21.72,793.17,18.21
1997-03-17 00:00:00,14.34,4.12,11.87,29.92,21.35,9.87,21.54,795.71,18.17
1997-03-18 00:00:00,14.08,4.06,11.71,29.89,21.26,9.79,21.63,789.66,18.24
1997-03-19 00:00:00,14.08,4.03,11.77,29.57,21.17,9.5,22.33,785.77,18.24
1997-03-20 00:00:00,13.94,4.31,11.67,29.36,21.07,9.43,22.76,782.65,18.21
1997-03-21 00:00:00,13.75,4.16,11.68,28.42,20.89,9.23,22.67,784.1,18.64
1997-03-24 00:00:00,13.72,4.12,12.04,29.33,21.35,8.85,22.85,790.89,18.82
1997-03-25 00:00:00,13.34,4.12,11.94,29.14,21.21,8.87,23.2,789.07,19.05
1997-03-26 00:00:00,13.41,4.19,11.81,30.08,21.07,9.26,23.2,790.5,19.7
1997-03-27 00:00:00,13.08,4.66,11.51,29.38,20.34,9.21,23.2,773.88,19.47
1997-03-31 00:00:00,12.96,4.56,11.29,29.44,19.51,9.01,22.59,757.12,19.41
1997-04-01 00:00:00,13.15,4.38,11.21,29.33,20.24,9.16,22.24,759.64,19.25
1997-04-02 00:00:00,12.98,4.5,11.12,28.69,20.06,9.04,22.24,750.11,18.87
1997-04-03 00:00:00,12.87,4.72,11.19,28.12,19.92,9.34,22.24,750.32,18.42
1997-04-04 00:00:00,12.89,4.81,11.47,27.72,20.15,9.25,22.06,757.9,18.35
1997-04-07 00:00:00,12.72,4.88,11.43,28.42,20.1,9.42,22.41,762.13,18.91
1997-04-08 00:00:00,12.68,4.78,11.51,29.3,20.1,9.65,22.41,766.12,18.73
1997-04-09 00:00:00,12.72,4.75,11.58,28.55,19.78,9.63,22.85,760.6,18.66
1997-04-10 00:00:00,12.72,4.72,11.54,28.52,20.06,9.5,23.02,758.34,18.64
1997-04-11 00:00:00,12.56,4.56,11.13,28.61,19.27,9.33,22.24,737.65,18.24
1997-04-14 00:00:00,12.53,4.69,11.37,29.28,19.55,9.56,22.76,743.73,18.64
1997-04-15 00:00:00,12.72,4.61,11.7,29.57,20.29,9.54,22.94,754.72,18.82
1997-04-16 00:00:00,13.08,4.64,11.98,29.49,20.61,9.65,22.94,763.53,18.82
1997-04-17 00:00:00,13.01,4.75,11.81,29.54,20.38,9.64,23.2,761.77,18.55
1997-04-18 00:00:00,13.03,4.59,11.91,29.97,20.56,10.57,23.11,766.34,19.27
1997-04-21 00:00:00,12.84,4.5,11.87,29.46,21.12,10.57,22.85,760.37,19.23
1997-04-22 00:00:00,13.25,4.62,12.34,30.03,21.76,10.87,23.37,774.61,19.9
1997-04-23 00:00:00,13.29,4.53,12.18,30.54,21.39,11.31,23.2,773.64,19.77
1997-04-24 00:00:00,13.27,4.47,12.12,32.95,21.44,11.21,23.37,771.18,19.54
1997-04-25 00:00:00,13.25,4.38,12.11,32.33,21.44,11.16,22.33,765.37,19.0
1997-04-28 00:00:00,13.06,4.41,12.2,32.25,21.95,11.28,21.8,772.96,19.41
1997-04-29 00:00:00,13.29,4.42,12.58,33.97,22.13,11.69,23.98,794.05,20.04
1997-04-30 00:00:00,13.37,4.25,12.62,34.42,22.55,11.94,24.33,801.34,20.4
1997-05-01 00:00:00,13.25,4.25,12.48,34.61,21.99,11.89,24.33,798.53,20.13
1997-05-02 00:00:00,13.44,4.25,12.86,34.77,22.64,11.86,24.77,812.97,20.31
1997-05-05 00:00:00,13.51,4.25,13.25,35.63,23.01,11.81,25.55,830.29,21.07
1997-05-06 00:00:00,13.84,4.22,13.28,35.5,22.68,11.52,25.38,827.76,21.12
1997-05-07 00:00:00,13.49,4.12,13.16,34.77,22.27,11.35,25.2,815.62,20.89
1997-05-08 00:00:00,13.68,4.25,13.2,35.9,22.13,11.43,24.59,820.26,20.89
1997-05-09 00:00:00,13.65,4.26,13.25,35.92,22.55,11.47,25.47,824.78,20.95
1997-05-12 00:00:00,13.94,4.39,13.62,37.21,22.87,11.6,25.64,837.66,21.45
1997-05-13 00:00:00,14.06,4.39,13.82,37.24,22.96,11.57,25.73,833.13,21.63
1997-05-14 00:00:00,13.84,4.42,13.85,37.29,22.59,11.38,25.9,836.04,21.72
1997-05-15 00:00:00,14.04,4.44,14.1,37.29,22.78,11.5,26.08,841.88,21.36
1997-05-16 00:00:00,14.01,4.31,13.76,36.46,22.3,11.34,25.64,829.75,21.09
1997-05-19 00:00:00,14.08,4.25,13.87,36.19,22.67,11.31,26.16,833.27,21.45
1997-05-20 00:00:00,13.92,4.31,14.21,37.26,22.54,11.7,26.16,841.66,21.45
1997-05-21 00:00:00,13.82,4.22,14.04,37.56,21.98,11.82,25.29,839.35,21.59
1997-05-22 00:00:00,13.77,4.16,13.87,37.0,22.03,11.85,24.77,835.66,21.22
1997-05-23 00:00:00,14.11,4.22,13.96,37.19,22.17,12.07,25.47,847.03,21.72
1997-05-27 00:00:00,14.3,4.31,13.85,38.44,22.17,12.44,25.81,849.71,21.63
1997-05-28 00:00:00,14.06,4.25,13.87,38.66,21.98,12.36,26.08,847.21,21.31
1997-05-29 00:00:00,14.08,4.16,13.9,37.64,21.8,12.36,26.08,844.08,21.31
1997-05-30 00:00:00,14.08,4.16,13.73,37.1,22.21,12.18,25.64,848.28,21.5
