,AAPL,MSFT,XOM,SPX
2004-11-12 00:00:00,27.75,23.83,43.73,1184.17
2004-11-15 00:00:00,27.62,24.27,43.0,1183.81
2004-11-16 00:00:00,27.47,24.03,42.86,1175.43
2004-11-17 00:00:00,27.45,24.08,43.37,1181.94
2004-11-18 00:00:00,27.69,23.99,43.41,1183.55
2004-11-19 00:00:00,27.58,23.8,43.7,1170.34
2004-11-22 00:00:00,30.67,23.62,44.16,1177.24
2004-11-23 00:00:00,30.64,23.51,44.41,1176.94
2004-11-24 00:00:00,32.03,23.61,44.66,1181.76
2004-11-26 00:00:00,32.28,23.57,44.8,1182.65
2004-11-29 00:00:00,34.22,23.72,44.56,1178.57
2004-11-30 00:00:00,33.53,23.76,44.45,1173.82
2004-12-01 00:00:00,33.9,24.15,44.37,1191.37
2004-12-02 00:00:00,32.6,24.01,43.52,1190.33
2004-12-03 00:00:00,31.34,24.13,43.6,1191.17
2004-12-06 00:00:00,32.89,24.22,43.49,1190.25
2004-12-07 00:00:00,31.44,23.99,43.11,1177.07
2004-12-08 00:00:00,31.64,24.25,43.39,1182.81
2004-12-09 00:00:00,32.0,24.13,43.65,1189.24
2004-12-10 00:00:00,32.58,24.0,43.5,1188.0
2004-12-13 00:00:00,32.46,24.15,43.95,1198.68
2004-12-14 00:00:00,32.65,24.13,43.94,1203.38
2004-12-15 00:00:00,32.63,24.03,43.81,1205.72
2004-12-16 00:00:00,33.3,24.07,43.46,1203.21
2004-12-17 00:00:00,32.49,23.89,43.2,1194.2
2004-12-20 00:00:00,31.36,23.88,44.29,1194.65
2004-12-21 00:00:00,31.84,23.99,44.83,1205.45
2004-12-22 00:00:00,31.88,23.9,44.49,1209.57
2004-12-23 00:00:00,32.01,23.94,45.08,1210.13
2004-12-27 00:00:00,31.58,23.79,44.13,1204.92
2004-12-28 00:00:00,32.09,23.88,44.28,1213.54
2004-12-29 00:00:00,32.22,23.84,44.35,1213.45
2004-12-30 00:00:00,32.4,23.72,44.26,1213.55
2004-12-31 00:00:00,32.2,23.68,44.46,1211.92
2005-01-03 00:00:00,31.65,23.7,43.45,1202.08
2005-01-04 00:00:00,31.97,23.79,43.15,1188.05
2005-01-05 00:00:00,32.25,23.73,42.93,1183.74
2005-01-06 00:00:00,32.28,23.71,43.47,1187.89
2005-01-07 00:00:00,34.62,23.64,43.19,1186.19
2005-01-10 00:00:00,34.48,23.75,43.35,1190.25
2005-01-11 00:00:00,32.28,23.69,43.24,1182.99
2005-01-12 00:00:00,32.73,23.73,43.88,1187.7
2005-01-13 00:00:00,34.9,23.28,43.85,1177.45
2005-01-14 00:00:00,35.1,23.15,44.3,1184.52
2005-01-18 00:00:00,35.33,23.33,44.67,1195.98
2005-01-19 00:00:00,34.94,23.02,44.28,1184.63
2005-01-20 00:00:00,35.23,22.92,43.99,1175.41
2005-01-21 00:00:00,35.24,22.73,43.75,1167.87
2005-01-24 00:00:00,35.38,22.75,44.35,1163.75
2005-01-25 00:00:00,36.03,23.06,44.52,1168.41
2005-01-26 00:00:00,36.12,23.05,44.84,1174.07
2005-01-27 00:00:00,36.32,23.14,44.89,1174.55
2005-01-28 00:00:00,36.99,23.2,44.47,1171.36
2005-01-31 00:00:00,38.45,23.29,44.76,1181.27
2005-02-01 00:00:00,38.76,23.39,46.21,1189.41
2005-02-02 00:00:00,39.81,23.45,46.78,1193.19
2005-02-03 00:00:00,38.9,23.2,47.29,1189.89
2005-02-04 00:00:00,39.42,23.33,47.96,1203.03
2005-02-07 00:00:00,39.47,23.18,48.05,1201.72
2005-02-08 00:00:00,40.45,23.25,48.62,1202.3
2005-02-09 00:00:00,39.37,23.1,48.41,1191.99
2005-02-10 00:00:00,39.18,23.09,49.11,1197.01
2005-02-11 00:00:00,40.6,23.02,48.91,1205.3
2005-02-14 00:00:00,42.31,23.05,49.53,1206.14
2005-02-15 00:00:00,44.21,23.05,49.61,1210.12
2005-02-16 00:00:00,45.06,22.93,50.97,1210.34
2005-02-17 00:00:00,43.9,22.8,50.67,1200.75
2005-02-18 00:00:00,43.4,22.65,51.78,1201.59
2005-02-22 00:00:00,42.65,22.43,50.77,1184.16
2005-02-23 00:00:00,44.12,22.4,51.79,1190.8
2005-02-24 00:00:00,44.47,22.55,53.28,1200.2
2005-02-25 00:00:00,44.49,22.45,55.14,1211.37
2005-02-28 00:00:00,44.86,22.37,55.18,1203.6
2005-03-01 00:00:00,44.5,22.47,54.13,1210.41
2005-03-02 00:00:00,44.12,22.45,54.63,1210.08
2005-03-03 00:00:00,41.79,22.37,54.96,1210.47
2005-03-04 00:00:00,42.81,22.37,55.41,1222.12
2005-03-07 00:00:00,42.75,22.64,54.91,1225.31
2005-03-08 00:00:00,40.53,22.58,55.0,1219.43
2005-03-09 00:00:00,39.35,22.5,52.99,1207.01
2005-03-10 00:00:00,39.83,22.61,52.62,1209.25
2005-03-11 00:00:00,40.27,22.3,53.21,1200.08
2005-03-14 00:00:00,40.32,22.32,53.41,1206.83
2005-03-15 00:00:00,40.96,22.14,52.6,1197.75
2005-03-16 00:00:00,41.18,21.89,52.55,1188.07
2005-03-17 00:00:00,42.25,21.81,53.6,1190.21
2005-03-18 00:00:00,42.96,21.61,54.61,1189.65
2005-03-21 00:00:00,43.7,21.51,54.17,1183.78
2005-03-22 00:00:00,42.83,21.33,53.08,1171.71
2005-03-23 00:00:00,42.55,21.49,52.38,1172.53
2005-03-24 00:00:00,42.5,21.58,51.43,1171.42
2005-03-28 00:00:00,42.53,21.51,51.33,1174.28
2005-03-29 00:00:00,41.75,21.26,50.79,1165.36
2005-03-30 00:00:00,42.8,21.48,51.64,1181.41
2005-03-31 00:00:00,41.67,21.49,51.95,1180.59
2005-04-01 00:00:00,40.89,21.44,52.78,1172.92
2005-04-04 00:00:00,41.09,21.54,52.86,1176.12
2005-04-05 00:00:00,41.89,21.75,52.35,1181.39
2005-04-06 00:00:00,42.33,21.93,53.08,1184.07
2005-04-07 00:00:00,43.56,22.31,53.04,1191.14
2005-04-08 00:00:00,43.74,22.17,52.31,1181.2
2005-04-11 00:00:00,41.92,22.2,52.55,1181.21
2005-04-12 00:00:00,42.66,22.51,52.67,1187.76
2005-04-13 00:00:00,41.04,22.26,51.56,1173.79
2005-04-14 00:00:00,37.26,22.08,51.21,1162.05
2005-04-15 00:00:00,35.35,21.74,48.98,1142.62
2005-04-18 00:00:00,35.62,21.91,49.9,1145.98
2005-04-19 00:00:00,37.09,21.89,51.1,1152.78
2005-04-20 00:00:00,35.51,21.62,49.8,1137.5
2005-04-21 00:00:00,37.18,22.47,51.67,1159.95
2005-04-22 00:00:00,35.5,22.21,51.79,1152.12
2005-04-25 00:00:00,36.98,22.21,52.26,1162.1
2005-04-26 00:00:00,36.19,22.01,51.66,1151.83
2005-04-27 00:00:00,35.95,22.21,50.89,1156.38
2005-04-28 00:00:00,35.54,21.73,48.81,1143.22
2005-04-29 00:00:00,36.06,22.49,49.71,1156.85
2005-05-02 00:00:00,36.43,22.43,50.33,1162.16
2005-05-03 00:00:00,36.21,22.54,49.25,1161.17
2005-05-04 00:00:00,37.15,22.41,49.88,1175.65
2005-05-05 00:00:00,36.68,22.43,50.38,1172.63
2005-05-06 00:00:00,37.24,22.42,50.21,1171.35
2005-05-09 00:00:00,36.97,22.32,50.56,1178.84
2005-05-10 00:00:00,36.42,22.13,49.88,1166.22
2005-05-11 00:00:00,35.61,22.14,50.19,1171.11
2005-05-12 00:00:00,34.13,22.22,48.03,1159.36
2005-05-13 00:00:00,34.77,22.49,47.04,1154.05
2005-05-16 00:00:00,35.55,22.73,46.74,1165.69
2005-05-17 00:00:00,35.36,22.7,47.18,1173.8
2005-05-18 00:00:00,35.84,22.92,47.0,1185.56
2005-05-19 00:00:00,37.55,23.11,48.03,1191.08
2005-05-20 00:00:00,37.55,22.95,47.32,1189.28
2005-05-23 00:00:00,39.76,23.05,47.96,1193.86
2005-05-24 00:00:00,39.7,22.96,48.22,1194.07
2005-05-25 00:00:00,39.78,22.93,48.78,1190.01
2005-05-26 00:00:00,40.74,23.1,49.25,1197.62
2005-05-27 00:00:00,40.56,23.25,49.76,1198.78
2005-05-31 00:00:00,39.76,23.01,49.23,1191.5
2005-06-01 00:00:00,40.3,23.02,50.07,1202.22
2005-06-02 00:00:00,40.04,23.0,50.22,1204.29
2005-06-03 00:00:00,38.24,22.68,50.07,1196.02
2005-06-06 00:00:00,37.92,22.62,50.46,1197.51
2005-06-07 00:00:00,36.54,22.75,50.33,1197.26
2005-06-08 00:00:00,36.92,22.65,49.7,1194.67
2005-06-09 00:00:00,37.65,22.75,51.2,1200.93
2005-06-10 00:00:00,35.81,22.68,51.14,1198.11
2005-06-13 00:00:00,35.9,22.57,51.21,1200.82
2005-06-14 00:00:00,36.0,22.62,51.29,1203.91
2005-06-15 00:00:00,37.13,22.53,51.91,1206.58
2005-06-16 00:00:00,37.98,22.33,52.67,1210.96
2005-06-17 00:00:00,38.31,22.33,53.34,1216.96
2005-06-20 00:00:00,37.61,22.39,53.31,1216.1
2005-06-21 00:00:00,37.86,22.43,52.13,1213.61
2005-06-22 00:00:00,38.55,22.36,52.27,1213.88
2005-06-23 00:00:00,38.89,22.57,51.71,1200.73
2005-06-24 00:00:00,37.76,22.33,50.94,1191.57
2005-06-27 00:00:00,37.1,22.34,51.95,1190.69
2005-06-28 00:00:00,37.31,22.36,51.77,1201.57
2005-06-29 00:00:00,36.37,22.37,51.2,1199.85
2005-06-30 00:00:00,36.81,22.15,50.35,1191.33
2005-07-01 00:00:00,36.5,22.04,51.08,1194.44
2005-07-05 00:00:00,37.98,22.28,52.69,1204.99
2005-07-06 00:00:00,37.39,22.03,51.78,1194.94
2005-07-07 00:00:00,37.63,21.98,52.14,1197.87
2005-07-08 00:00:00,38.25,22.37,52.04,1211.86
2005-07-11 00:00:00,38.1,22.55,52.54,1219.44
2005-07-12 00:00:00,38.24,22.84,52.47,1222.21
2005-07-13 00:00:00,38.35,22.88,52.35,1223.29
2005-07-14 00:00:00,40.75,23.16,51.33,1226.5
2005-07-15 00:00:00,41.55,23.0,50.95,1227.92
2005-07-18 00:00:00,41.49,22.78,50.94,1221.13
2005-07-19 00:00:00,43.19,23.33,51.5,1229.35
2005-07-20 00:00:00,43.63,23.36,51.69,1235.2
2005-07-21 00:00:00,43.29,23.58,50.72,1227.04
2005-07-22 00:00:00,44.0,22.9,52.13,1233.68
2005-07-25 00:00:00,43.81,22.91,52.51,1229.03
2005-07-26 00:00:00,43.63,22.78,52.21,1231.16
2005-07-27 00:00:00,43.99,22.94,52.21,1236.79
2005-07-28 00:00:00,43.8,22.96,52.56,1243.72
2005-07-29 00:00:00,42.65,22.84,51.47,1234.18
2005-08-01 00:00:00,42.75,23.11,51.89,1235.35
2005-08-02 00:00:00,43.19,23.91,52.4,1244.12
2005-08-03 00:00:00,43.22,24.3,51.69,1245.04
2005-08-04 00:00:00,42.71,24.36,51.27,1235.86
2005-08-05 00:00:00,42.99,24.76,50.89,1226.42
2005-08-08 00:00:00,42.65,24.19,51.56,1223.13
2005-08-09 00:00:00,43.82,24.39,52.09,1231.38
2005-08-10 00:00:00,43.38,24.03,52.73,1229.13
2005-08-11 00:00:00,44.0,24.32,53.66,1237.81
2005-08-12 00:00:00,46.1,24.12,53.75,1230.39
2005-08-15 00:00:00,47.68,24.27,53.19,1233.87
2005-08-16 00:00:00,46.25,23.92,52.0,1219.34
2005-08-17 00:00:00,47.15,24.1,51.22,1220.24
2005-08-18 00:00:00,46.3,23.99,51.16,1219.02
2005-08-19 00:00:00,45.83,23.9,51.78,1219.71
2005-08-22 00:00:00,45.87,24.07,52.0,1221.73
2005-08-23 00:00:00,45.74,24.03,51.94,1217.59
2005-08-24 00:00:00,45.77,23.98,51.84,1209.59
2005-08-25 00:00:00,46.06,24.18,52.1,1212.37
2005-08-26 00:00:00,45.74,24.12,51.42,1205.1
2005-08-29 00:00:00,45.84,24.28,51.43,1212.28
2005-08-30 00:00:00,46.57,24.31,51.6,1208.41
2005-08-31 00:00:00,46.89,24.49,52.73,1220.33
2005-09-01 00:00:00,46.26,24.33,54.3,1221.59
2005-09-02 00:00:00,46.22,24.17,53.42,1218.02
2005-09-06 00:00:00,48.8,24.15,53.75,1233.39
2005-09-07 00:00:00,48.68,24.02,54.11,1236.36
2005-09-08 00:00:00,49.78,23.8,53.97,1231.67
2005-09-09 00:00:00,51.31,23.77,55.64,1241.48
2005-09-12 00:00:00,51.4,23.8,55.04,1240.56
2005-09-13 00:00:00,50.82,23.68,54.47,1231.2
2005-09-14 00:00:00,49.61,23.53,55.0,1227.16
2005-09-15 00:00:00,49.87,23.5,54.99,1227.73
2005-09-16 00:00:00,51.21,23.32,56.08,1237.91
2005-09-19 00:00:00,52.64,23.25,56.9,1231.02
2005-09-20 00:00:00,53.19,23.11,56.81,1221.34
2005-09-21 00:00:00,52.11,22.8,57.2,1210.2
2005-09-22 00:00:00,51.9,22.66,57.21,1214.62
2005-09-23 00:00:00,53.2,22.6,56.19,1215.29
2005-09-26 00:00:00,53.84,22.6,56.87,1215.63
2005-09-27 00:00:00,53.44,22.66,56.89,1215.66
2005-09-28 00:00:00,51.08,22.96,56.96,1216.89
2005-09-29 00:00:00,52.34,23.2,57.05,1227.68
2005-09-30 00:00:00,53.61,23.01,55.94,1228.81
2005-10-03 00:00:00,54.44,22.81,55.01,1226.7
2005-10-04 00:00:00,53.75,22.34,53.31,1214.47
2005-10-05 00:00:00,52.78,22.07,51.9,1196.39
2005-10-06 00:00:00,51.7,22.12,51.56,1191.49
2005-10-07 00:00:00,51.3,21.99,52.47,1195.9
2005-10-10 00:00:00,50.37,21.88,51.5,1187.33
2005-10-11 00:00:00,51.59,21.83,52.29,1184.87
2005-10-12 00:00:00,49.25,21.73,51.89,1177.68
2005-10-13 00:00:00,53.74,21.99,51.2,1176.84
2005-10-14 00:00:00,54.0,22.07,51.62,1186.57
2005-10-17 00:00:00,53.44,21.94,51.82,1190.1
2005-10-18 00:00:00,52.21,21.98,49.56,1178.14
2005-10-19 00:00:00,54.94,22.44,50.33,1195.76
2005-10-20 00:00:00,56.14,22.17,48.6,1177.8
2005-10-21 00:00:00,55.66,22.16,48.75,1179.59
2005-10-24 00:00:00,56.79,22.45,50.05,1199.38
2005-10-25 00:00:00,56.1,22.39,50.36,1196.54
2005-10-26 00:00:00,57.03,22.46,49.48,1191.38
2005-10-27 00:00:00,55.41,22.23,48.95,1178.9
2005-10-28 00:00:00,54.47,22.83,49.57,1198.41
2005-10-31 00:00:00,57.59,22.99,49.42,1207.01
2005-11-01 00:00:00,57.5,23.22,49.65,1202.76
2005-11-02 00:00:00,59.95,23.67,50.52,1214.76
2005-11-03 00:00:00,61.85,23.65,51.56,1219.94
2005-11-04 00:00:00,61.15,23.85,50.97,1220.14
2005-11-07 00:00:00,60.23,24.16,50.27,1222.81
2005-11-08 00:00:00,59.9,24.19,50.76,1218.59
2005-11-09 00:00:00,60.11,24.11,50.88,1220.65
2005-11-10 00:00:00,61.18,24.23,49.95,1230.96
2005-11-11 00:00:00,61.54,24.4,50.01,1234.72
2005-11-14 00:00:00,61.45,24.48,50.13,1233.76
2005-11-15 00:00:00,62.28,24.67,49.93,1229.01
2005-11-16 00:00:00,64.95,24.88,50.6,1231.21
2005-11-17 00:00:00,64.52,25.09,50.77,1242.8
2005-11-18 00:00:00,64.56,25.18,51.54,1248.27
2005-11-21 00:00:00,64.96,25.26,52.53,1254.85
2005-11-22 00:00:00,66.52,25.04,52.79,1261.23
2005-11-23 00:00:00,67.11,25.05,52.98,1265.61
2005-11-25 00:00:00,69.34,24.9,53.19,1268.25
2005-11-28 00:00:00,69.66,24.89,51.98,1257.46
2005-11-29 00:00:00,68.1,24.83,51.62,1257.48
2005-11-30 00:00:00,67.82,24.83,51.35,1249.48
2005-12-01 00:00:00,71.6,25.02,52.52,1264.67
2005-12-02 00:00:00,72.63,25.13,52.27,1265.08
2005-12-05 00:00:00,71.82,24.98,52.66,1262.09
2005-12-06 00:00:00,74.05,24.84,52.82,1263.7
2005-12-07 00:00:00,73.95,24.89,52.22,1257.37
2005-12-08 00:00:00,74.08,24.84,52.58,1255.84
2005-12-09 00:00:00,74.33,24.86,51.76,1259.37
2005-12-12 00:00:00,74.91,24.62,52.08,1260.43
2005-12-13 00:00:00,74.98,24.34,52.26,1267.43
2005-12-14 00:00:00,72.01,24.3,52.97,1272.74
2005-12-15 00:00:00,72.18,24.15,52.64,1270.94
2005-12-16 00:00:00,71.11,24.13,51.37,1267.32
2005-12-19 00:00:00,71.38,24.07,51.06,1259.92
2005-12-20 00:00:00,72.11,24.09,51.26,1259.62
2005-12-21 00:00:00,73.5,23.98,50.97,1262.79
2005-12-22 00:00:00,74.02,23.85,50.53,1268.12
2005-12-23 00:00:00,73.35,23.9,50.53,1268.66
2005-12-27 00:00:00,74.23,23.74,49.44,1256.54
2005-12-28 00:00:00,73.57,23.67,49.77,1258.17
2005-12-29 00:00:00,71.45,23.57,49.76,1254.42
2005-12-30 00:00:00,71.89,23.46,49.7,1248.29
2006-01-03 00:00:00,74.75,24.08,51.74,1268.8
2006-01-04 00:00:00,74.97,24.19,51.83,1273.46
2006-01-05 00:00:00,74.38,24.21,51.57,1273.48
2006-01-06 00:00:00,76.3,24.14,52.59,1285.45
2006-01-09 00:00:00,76.05,24.09,52.56,1290.15
2006-01-10 00:00:00,80.86,24.22,52.97,1289.69
2006-01-11 00:00:00,83.9,24.48,53.33,1294.18
2006-01-12 00:00:00,84.29,24.35,52.77,1286.06
2006-01-13 00:00:00,85.59,24.39,53.95,1287.61
2006-01-17 00:00:00,84.71,24.21,54.45,1283.03
2006-01-18 00:00:00,82.49,24.07,53.69,1277.93
2006-01-19 00:00:00,79.04,24.24,54.42,1285.04
2006-01-20 00:00:00,76.09,23.69,53.56,1261.49
2006-01-23 00:00:00,77.67,23.64,54.15,1263.82
2006-01-24 00:00:00,76.04,23.57,53.94,1266.86
2006-01-25 00:00:00,74.2,23.68,53.28,1264.68
2006-01-26 00:00:00,72.33,23.77,53.05,1273.83
2006-01-27 00:00:00,72.03,24.93,54.23,1283.72
2006-01-30 00:00:00,75.0,25.12,55.84,1285.19
2006-01-31 00:00:00,75.51,25.25,55.52,1280.08
2006-02-01 00:00:00,75.42,25.15,54.82,1282.46
2006-02-02 00:00:00,72.1,24.83,54.82,1270.84
2006-02-03 00:00:00,71.85,24.7,54.32,1264.03
2006-02-06 00:00:00,67.3,24.37,54.83,1265.02
2006-02-07 00:00:00,67.6,24.17,53.58,1254.78
2006-02-08 00:00:00,68.81,24.14,53.72,1265.65
2006-02-09 00:00:00,64.95,23.92,53.3,1263.78
2006-02-10 00:00:00,67.31,23.94,52.87,1266.99
2006-02-13 00:00:00,64.71,23.67,53.02,1262.86
2006-02-14 00:00:00,67.64,23.91,52.97,1275.53
2006-02-15 00:00:00,69.22,24.19,53.16,1280.0
2006-02-16 00:00:00,70.57,24.13,53.6,1289.38
2006-02-17 00:00:00,70.29,24.03,53.86,1287.24
2006-02-21 00:00:00,69.08,23.89,54.05,1283.03
2006-02-22 00:00:00,71.32,24.05,53.6,1292.67
2006-02-23 00:00:00,71.75,24.0,53.22,1287.79
2006-02-24 00:00:00,71.46,23.97,53.75,1289.43
2006-02-27 00:00:00,70.99,24.35,53.3,1294.12
2006-02-28 00:00:00,68.49,24.19,52.81,1280.66
2006-03-01 00:00:00,69.1,24.43,53.68,1291.24
2006-03-02 00:00:00,69.61,24.28,54.13,1289.14
2006-03-03 00:00:00,67.72,24.24,54.25,1287.23
2006-03-06 00:00:00,65.48,24.22,53.36,1278.26
2006-03-07 00:00:00,66.31,24.36,53.24,1275.88
2006-03-08 00:00:00,65.66,24.53,53.12,1278.47
2006-03-09 00:00:00,63.93,24.3,52.41,1272.23
2006-03-10 00:00:00,63.19,24.46,52.64,1281.42
2006-03-13 00:00:00,65.68,24.4,53.05,1284.13
2006-03-14 00:00:00,67.32,24.51,54.09,1297.48
2006-03-15 00:00:00,66.23,24.63,54.28,1303.02
2006-03-16 00:00:00,64.31,24.55,54.83,1305.33
2006-03-17 00:00:00,64.66,24.75,54.31,1307.25
2006-03-20 00:00:00,63.99,25.1,53.96,1305.08
2006-03-21 00:00:00,61.81,24.97,54.01,1297.23
2006-03-22 00:00:00,61.67,24.44,54.31,1305.04
2006-03-23 00:00:00,60.16,24.17,54.49,1301.67
2006-03-24 00:00:00,59.96,24.31,54.41,1302.95
2006-03-27 00:00:00,59.51,24.31,54.52,1301.61
2006-03-28 00:00:00,58.71,24.21,54.22,1293.23
2006-03-29 00:00:00,62.33,24.32,54.51,1302.89
2006-03-30 00:00:00,62.75,24.51,54.37,1300.25
2006-03-31 00:00:00,62.72,24.49,54.14,1294.87
2006-04-03 00:00:00,62.65,24.81,54.29,1297.81
2006-04-04 00:00:00,61.17,24.88,54.93,1305.93
2006-04-05 00:00:00,67.21,24.97,55.29,1311.56
2006-04-06 00:00:00,71.24,24.81,55.23,1309.04
2006-04-07 00:00:00,69.79,24.53,54.56,1295.5
2006-04-10 00:00:00,68.67,24.56,55.1,1296.62
2006-04-11 00:00:00,67.99,24.42,55.15,1286.57
2006-04-12 00:00:00,66.71,24.48,54.67,1288.12
2006-04-13 00:00:00,66.47,24.37,54.76,1289.12
2006-04-17 00:00:00,64.81,24.16,55.2,1285.33
2006-04-18 00:00:00,66.22,24.5,56.52,1307.28
2006-04-19 00:00:00,65.65,24.33,57.2,1309.93
2006-04-20 00:00:00,67.63,24.33,56.86,1311.46
2006-04-21 00:00:00,67.04,24.44,57.82,1311.28
2006-04-24 00:00:00,65.75,24.4,57.3,1308.11
2006-04-25 00:00:00,66.17,24.4,56.89,1301.74
2006-04-26 00:00:00,68.15,24.39,56.13,1305.41
2006-04-27 00:00:00,69.36,24.53,55.53,1309.72
2006-04-28 00:00:00,70.39,21.74,56.11,1310.61
2006-05-01 00:00:00,69.6,21.86,56.42,1305.19
2006-05-02 00:00:00,71.62,21.61,57.53,1313.21
2006-05-03 00:00:00,71.14,20.85,56.73,1308.12
2006-05-04 00:00:00,71.13,21.1,56.32,1312.25
2006-05-05 00:00:00,71.89,21.42,56.93,1325.76
2006-05-08 00:00:00,71.89,21.36,56.67,1324.66
2006-05-09 00:00:00,71.03,21.26,56.88,1325.14
2006-05-10 00:00:00,70.6,21.39,57.11,1322.85
2006-05-11 00:00:00,68.15,20.9,56.74,1305.92
2006-05-12 00:00:00,67.7,20.85,55.64,1291.24
2006-05-15 00:00:00,67.79,20.92,55.43,1294.5
2006-05-16 00:00:00,64.98,20.79,55.39,1292.08
2006-05-17 00:00:00,65.26,20.54,53.8,1270.32
2006-05-18 00:00:00,63.18,20.63,53.54,1261.81
2006-05-19 00:00:00,64.51,20.38,54.04,1267.03
2006-05-22 00:00:00,63.38,20.67,54.34,1262.07
2006-05-23 00:00:00,63.15,20.59,53.99,1256.58
2006-05-24 00:00:00,63.34,21.23,53.73,1258.57
2006-05-25 00:00:00,64.33,21.45,55.0,1272.88
2006-05-26 00:00:00,63.55,21.43,55.05,1280.16
2006-05-30 00:00:00,61.22,20.92,53.82,1259.87
2006-05-31 00:00:00,59.77,20.47,54.46,1270.09
2006-06-01 00:00:00,62.17,20.62,54.63,1285.71
2006-06-02 00:00:00,61.66,20.57,55.12,1288.22
2006-06-05 00:00:00,60.0,20.33,53.69,1265.29
2006-06-06 00:00:00,59.72,20.0,54.0,1263.85
2006-06-07 00:00:00,58.56,19.92,52.59,1256.15
2006-06-08 00:00:00,60.76,19.98,53.26,1257.93
2006-06-09 00:00:00,59.24,19.81,52.57,1252.3
2006-06-12 00:00:00,57.0,19.62,52.07,1237.44
2006-06-13 00:00:00,58.33,19.44,50.65,1223.69
2006-06-14 00:00:00,57.61,19.77,51.67,1230.04
2006-06-15 00:00:00,59.38,19.94,52.86,1256.16
2006-06-16 00:00:00,57.56,19.97,52.57,1251.54
2006-06-19 00:00:00,57.2,20.38,51.31,1240.13
2006-06-20 00:00:00,57.47,20.38,51.31,1240.12
2006-06-21 00:00:00,57.86,20.85,51.91,1252.2
2006-06-22 00:00:00,59.58,20.67,51.83,1245.6
2006-06-23 00:00:00,58.83,20.33,51.94,1244.5
2006-06-26 00:00:00,58.99,20.62,52.59,1250.56
2006-06-27 00:00:00,57.43,20.66,53.33,1239.2
2006-06-28 00:00:00,56.02,20.93,54.64,1246.0
2006-06-29 00:00:00,58.97,21.21,55.76,1272.87
2006-06-30 00:00:00,57.27,21.05,54.85,1270.2
2006-07-03 00:00:00,57.95,21.42,55.56,1280.19
2006-07-05 00:00:00,57.0,21.1,55.92,1270.91
2006-07-06 00:00:00,55.77,21.22,56.74,1274.08
2006-07-07 00:00:00,55.4,21.05,56.18,1265.48
2006-07-10 00:00:00,55.0,21.23,56.36,1267.34
2006-07-11 00:00:00,55.65,20.87,57.2,1272.43
2006-07-12 00:00:00,52.96,20.46,57.19,1258.6
2006-07-13 00:00:00,52.25,20.11,57.28,1242.28
2006-07-14 00:00:00,50.67,20.14,58.02,1236.2
2006-07-17 00:00:00,52.37,20.31,57.22,1234.49
2006-07-18 00:00:00,52.9,20.55,57.76,1236.86
2006-07-19 00:00:00,54.1,21.14,57.81,1259.81
2006-07-20 00:00:00,60.5,20.65,57.44,1249.13
2006-07-21 00:00:00,60.72,21.57,57.16,1240.29
2006-07-24 00:00:00,61.42,21.69,58.43,1260.91
2006-07-25 00:00:00,61.93,21.88,58.77,1268.88
2006-07-26 00:00:00,63.87,22.02,59.54,1268.4
2006-07-27 00:00:00,63.4,21.57,59.43,1263.2
2006-07-28 00:00:00,65.59,21.91,59.9,1278.55
2006-07-31 00:00:00,67.96,21.74,60.56,1276.66
2006-08-01 00:00:00,67.18,21.68,60.95,1270.92
2006-08-02 00:00:00,68.16,21.96,61.22,1277.41
2006-08-03 00:00:00,69.59,21.88,61.12,1280.27
2006-08-04 00:00:00,68.3,21.95,61.41,1279.36
2006-08-07 00:00:00,67.21,21.88,61.89,1275.77
2006-08-08 00:00:00,64.78,21.99,61.93,1271.48
2006-08-09 00:00:00,63.59,22.08,61.95,1265.95
2006-08-10 00:00:00,64.07,22.1,62.28,1271.81
2006-08-11 00:00:00,63.65,22.07,62.63,1266.74
2006-08-14 00:00:00,63.94,22.17,62.2,1268.21
2006-08-15 00:00:00,66.45,22.33,61.7,1285.58
2006-08-16 00:00:00,67.98,22.4,60.69,1295.43
2006-08-17 00:00:00,67.59,22.4,61.15,1297.48
2006-08-18 00:00:00,67.91,23.39,62.06,1302.3
2006-08-21 00:00:00,66.56,23.69,62.72,1297.52
2006-08-22 00:00:00,67.62,23.24,63.06,1298.82
2006-08-23 00:00:00,67.31,23.28,62.54,1292.99
2006-08-24 00:00:00,67.81,23.34,63.52,1296.06
2006-08-25 00:00:00,68.75,23.44,63.26,1295.09
2006-08-28 00:00:00,66.98,23.53,62.96,1301.78
2006-08-29 00:00:00,66.48,23.43,62.34,1304.28
2006-08-30 00:00:00,66.96,23.4,61.35,1305.37
2006-08-31 00:00:00,67.85,23.31,60.78,1303.82
2006-09-01 00:00:00,68.38,23.43,61.17,1311.01
2006-09-05 00:00:00,71.48,23.23,61.51,1313.25
2006-09-06 00:00:00,70.03,23.23,60.34,1300.26
2006-09-07 00:00:00,72.8,23.06,60.8,1294.02
2006-09-08 00:00:00,72.52,23.22,60.01,1298.92
2006-09-11 00:00:00,72.5,23.5,58.33,1299.54
2006-09-12 00:00:00,72.63,23.52,58.11,1313.0
2006-09-13 00:00:00,74.2,23.56,58.7,1318.07
2006-09-14 00:00:00,74.17,23.88,58.12,1316.28
2006-09-15 00:00:00,74.1,24.35,58.07,1319.66
2006-09-18 00:00:00,73.89,24.3,59.55,1321.18
2006-09-19 00:00:00,73.77,24.36,58.83,1317.64
