Serial,INCIDENT TITLE,INCIDENT DATE,LOCATION,DESCRIPTION,CATEGORY,LATITUDE,LONGITUDE,APPROVED,VERIFIED
3090,Food/water needed at Vifranc Street near Bolos,21/01/2010 22:35,Vifranc Street near Bolos,"english:  	

At vifranc street ( near of Bolos)lots of people who need water ,food please help us -- Category: 4d. Food distribution
creole: 	

Nan rue villefranc rue ki pas? anba r?z?vwa b?los la plen moun ki b?zwen ?d yo gen pwobl?m tout bon f? yon pas? tanpri. Time:2010-01-21 22:35:45
type: 	actionable
latitude: 	18.5395
longitude: 	-72.3285
comments: 	(no value)
IDUshahidi: 	2516","7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.5395,-72.3285,YES,NO
3089,"Shelter/Aid needed in Bon Repos, Lilavois 2, #36",21/01/2010 22:50,"Bon Repos, Lilavois 2, #36","english:  	

I\'m Joseph Atson I\'m in Bon Repos area, Lilavois 2, number 36bis. I\'m housing 4 families (23 people) since the day of the 12th. Come help us/ -- Category:
creole: 	

Mwen se past? Atson joseph mwen nan Bon repos ,lilavois 2 # 36 bis mwen eb?je 4 fanmi de 23 p?s? n depi le 12 tout sam te genyen fini pase w? nou tanpri Time:2010-01-21 22:50:15
type: 	actionable
latitude: 	18.62519
longitude: 	-72.26152
comments: 	

street is long, coordinates are estimate closest to bon repos
IDUshahidi: 	2522","2d. Refuge | Shelter needed, 7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.62519,-72.26152,YES,NO
3088,Shelter needed in Aquin,22/01/2010 04:05,Aquin,"english:  	

find a place to sleep. (this is the end of the message where a man named decopin was saying he has no place to sleep in aquin) -- Category: 4c. Shelter
creole: 	

n yon kote poum d?mi Time:2010-01-22 04:05:24
type: 	actionable
latitude: 	18.2835
longitude: 	-73.4038
comments: 	

This location is outside of the small town of Aquin.
IDUshahidi: 	2563","2d. Refuge | Shelter needed, 7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.2835,-73.4038,YES,NO
3087,"Shelter/aid needed in Aquin, 2nd Communal section",22/01/2010 03:53,"Aquin, 2nd Communal section","english:  	

I am decopin. I live in the 2nd communal section of Aquin. I have not lost anyone but my house was destroyed -- Category: 4c. Shelter
creole: 	

Mwen se Decopin map viv nan 2e seksyon aken mpa gen moun mouri sekay mwen ki kraze nan z?n sentra Time:2010-01-22 03:53:47
type: 	actionable
latitude: 	18.2848
longitude: 	-73.4024
comments: 	

town of Aquin verified at given coordinates.
IDUshahidi: 	2556","2d. Refuge | Shelter needed, 7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.2848,-73.4024,YES,NO
3086,Aid needed at Tent Cities near Hotel Auberge du Quebec,10/02/2010 00:48,Tent Cities near Hotel Auberge du Quebec,"english:  	(no value)
creole: 	(no value)
type: 	actionable
latitude: 	18.53657
longitude: 	-72.39274
comments: 	

the coordinates of the hotel Auberge du Quebec are 18.53255,-72.39067, but the above coordinates are for the nearest tent communities. There are 3.
IDUshahidi: 	2531","7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.53657,-72.39274,YES,NO
3085,Aid needed at Miragoane,22/01/2010 23:03,Miragoane,"english:  	

i AM LOCATED AT Miragoane .My house is destroyed at PORT au Prince -- Category: 4d. Food distribution
creole: 	

Mwen nan miagwan tout bagay mwen kraze nan p?toprins.ru detou Time:2010-01-22 23:03:24
type: 	actionable
latitude: 	18.445
longitude: 	-73.089
comments: 	

Modified coordinates for Miragoane.
IDUshahidi: 	3351","7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.445,-73.089,YES,NO
3084,Medical Assistance Needed in Rue Titus,23/01/2010 23:18,"Rue Titus, PaP, Haiti OR Betin Titus Prologue - Rue Titus is the closest that could be found","english:  	

Please come save me. We are in Betin TItus Prolonge -- Category: 4d. Food distribution

We have no food or water. Please come to Carrefour. Save us -- Category: 4. Response
5507

I AM SICK, I HAVE FIEVER ,PLEASE SEND ME A TENT ,MY HOUSE IS IN METAL PLATES,NOT SO GOOD COME TO HELP ME -- Category: 1. 1. Urgences | Emergency
9312035
creole: 	

Tanpri soupl? .vini sov? nou nan BETIN TITus prolong? Time:2010-01-23 18:39:03

Nou pa gen mang? dwo . Nou nan zo n b?tin kafou sov? nou Time:2010-01-23 19:43:27

M malad* ,mwen grip* m'a fieve, tanpri f* m kado yon tant .kay mwen antol f* yonti antr* kay mwen antol liye

comments: 	
There is a Rue Titus in PaP, but I am not sure if it is that.","1b. Urgence medicale | Medical Emergency, 2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.53088,-72.33968,YES,NO
3083,Food and Water needed urgently in Carrefour Feuilles,22/01/2010 23:02,"Rue (Magloire) Ambroise, Carrefour Feuilles, PaP, Haiti","english:  	

We are in Carrefour. We are suffering greatly. Magloire ambroise pirot Wesley at number 313 and 340. We are dying of thirst and hunger. Thank you. We\'ll wait. ONG yo m? -- Category: 4d. Food distribution
creole: 	

Nou menm nan k-fouf?y nou sinistre ampil maglwa ambroiz piwo wesley?n nan nimewo sa yo#313 e 340 nap mouri ak swaf ak grangou mesi nap tann ?d ONG yo m?si Time:2010-01-22 23:42:22

comments: 	
Couldn't find Pirot Wesley/Wesleyen, so have put this on Rue Ambroise (which higher up is labelled as rue Magloire Ambroise), in Carrefour-Feuilles","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.52313,-72.34075,YES,NO
3082,Aid needed for the Ti Boukan Federation in the 3rd section in Gressier,22/01/2010 10:58,Ti Boukan Federation in the 3rd section in Gressier,"english:  	

We are the Ti boukan federation, 3rd section in Gressier. The organisation has 20 organisations, we haven\'t found nothing and buried 12 people all house have collapsed. -- Category: 4h. Died bodies management
creole: 	

Nou se federasyon ti boukan 3?m seksyon komine gresye, nou gen 20 ?ganizasyon nan federasyon , nou pa jam jwen anyen, nou antere douze m? tout kay yo kra Time:2010-01-22 10:58:46
type: 	actionable
latitude: 	18.5427
longitude: 	-72.5230
comments: 	

General coordinates for Gressier, which is a small town)
IDUshahidi: 	2686","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.5427,-72.523,YES,NO
3081,Aid needed in Leogane,22/01/2010 11:23,Leogane,"english:  	

(copied from ticket title)
Yes, we have injured people and 4 dead. We are in Leogane at \
creole: 	(no value)
type: 	actionable
latitude: 	18.5103
longitude: 	-72.6324
comments: 	

General coordinates for leogane.
IDUshahidi: 	2698","3c. Besoins en materiels et medicaments | Medical equipment and supply needs, 7d. Services de sante | Hospital/Clinics Operating, 7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.5103,-72.6324,YES,NO
3080,"Family Needs Food, Water, Shelter in Rue Lillavois",23/01/2010 14:44,"Rue Lillavois 8, Saint-Martin 59","Hello. We are a family that lives the plain, lilavwa 8 street maranata #59. We need tent, drinkable water, and food. Thank you. --- Additional Notes: not quite sure what exactly the translation is for lilavwa -- Category: 4c. Shelter
creole: 	

Bonjou nou se yon fanmi k'ap viv la pl??n, bon repo, lilavwa 8 ri maranata # 59. Nou bezwen tant, dlo potab, manje. M??si. Time:2010-01-23 14:44:45
type: 	actionable
phone: 	

Coordinates very rough - check exact address","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, 2d. Refuge | Shelter needed, ",18.5583,-72.3054,YES,NO
3079,Food and Water needed in Bolosse; Security Threat from Bandits,22/01/2010 22:41,"La Coeur Watson St, Between 3eme Ave Bolosse and 4eme Ave Bolosse, PaP, Haiti","english:  	

S O S Watson yard. Located between 3rd Bolosse Avenue and 4th Bolosse avenue. Please, we are hungry and thirsty and gangsters are coming to kill the people with bullets. Please (incomplete) -- Category: 3a. Water shortage
creole: 	

S O S la cour Watson. Situ? entre 3eme Avenue bolosse ET 4eme avenue bolosse. Svp nou grangou et nou swaf et bandi ap vi-n tu? moun par bal sou nou. Soup Time:2010-01-22 14:10:10
type: 	urgent
phone:","4. Menaces | Security Threats, 2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.52985,-72.35046,YES,NO
3078,"Shelter, Aid needed in Mariani",22/01/2010 23:25,Mariani,"english:  	

I lived at Mariani. My house collapsed. I am sleeping in the streets. I would like you to do something for me. Notes No name was given. -- Category: 4c. Shelter
creole: 	

Mwen rete mariani kay mwen kraze map d??mi nan lari mwen ta renmen nou f?? yon bagay pou mwen. Time:2010-01-22 11:25:45
type: 	actionable

comments: 	

It could help to know which Mariani is.
IDUshahidi: 	2701","2d. Refuge | Shelter needed, 7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.5415,-72.43942,YES,NO
3077,Aid needed in Gressier,22/01/2010 11:06,Gressier,"english:  	

The authorities from Gressier hasnt done anything yet until this day. They only decided to have a meeting earlier at 2 pm, there are 6 People under the Rubbles...(Msg lost) -- Category:
creole: 	

Otorite gresye yo pako f? anyen jiska jodia se jodia yap f? yon reyinyon kay p? a a 2h depite, majistra, kaz?k, az?k, ak delege vil. Gen 6 mounn anban de Time:2010-01-22 11:06:28
type: 	actionable
latitude: 	18.5427
longitude: 	-72.5230
comments: 	

Small town of Gressier
IDUshahidi: 	2688","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, 7d. Services de sante | Hospital/Clinics Operating, 7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.5427,-72.523,YES,NO
3076,Team ready to help Aid Distribution  in Delmas 2,22/01/2010 10:33,Delmas 2,"english:  	

Greetings to all the people receiving those text messages,we have a staff in Delmas 2, Haiti, sending them for people, not far from the Salvation Army center....(msg lost) -- Category: 5. Other
creole: 	

Mwen salye tout moun kap resevwa sms sa yo ak ke nou fome yon komite de distribisyon nan zon ebejeman ki nan sant delma 2 an dedan arme du salut a moun n Time:2010-01-22 10:33:05
type: 	actionable
latitude: 	18.5571
longitude: 	-72.3263
comments: 	(no value)
IDUshahidi: 	2665","7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.5571,-72.3263,YES,NO
3075,Aid needed in Jacmel,22/01/2010 23:04,Jacmel,"english:  	

We need all kinds of (can\'t read) in Jacmel. Thanks a lot! --- Additional Notes: Some of the characters are coming across on my screen with chinese characters. I believe they are just saying we need food distribution in Jacmel -- Category: 4d. Food distribution
creole: 	

Nou bezwen tout kalite ?d nan ri l?j la Jakm?l. M?si anpil Time:2010-01-22 23:04:15
type: 	actionable
latitude: 	18.2359
longitude: 	-72.5345
comments: 	(no value)
IDUshahidi: 	3353","7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.2359,-72.5345,YES,NO
3074,"Food needed in Carrefour, Waney 87, #451",22/01/2010 22:59,"Carrefour, Waney 87, #451","english:  	

We need food. Our address is (waney 87 #451 (inside) Carrefour -- Category: 4d. Food distribution
creole: 	

We need food .Our address is ( waney 87 #451 (inside) carrefour ,Haiti. Time:2010-01-22 22:59:58
type: 	actionable
latitude: 	18.533
longitude: 	-72.402
comments: 	

Modified coordinates for Wayne 87. Actual spelling appears to be Wayne 87.
IDUshahidi: 	3343","7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.533,-72.402,YES,NO
3073,"Shelter, Aid needed at Delmas 24 (St Lot Street and Bonnet )",22/01/2010 23:01,Delmas 24 (St Lot Street and Bonnet )No 8 Bis.,"english:  	

I live at Delmas 24 (St Lot Street and Bonnet )No 8 Bis. MY house is destroyed.My name is mME jEAN fATAL -- Category: 4c. Shelter
creole: 	

Mwen rete Delmas 24 Rue St Lot et Bonnet No 8 bis. Kay mwen kraze. Mwen rele Mme Jean Fatal Time:2010-01-22 23:01:08
type: 	actionable
latitude: 	18.553
longitude: 	-72.3246
comments: 	

Located both Delmas 24 and Rue St Lot. Rue St Lot is west of Delmas 24. Entered coordinates for Rue St Lot.
IDUshahidi: 	3346","2d. Refuge | Shelter needed, 7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.553,-72.3246,YES,NO
3072,Aid needed on Island of La Tortue,22/01/2010 22:59,Island de la Tortue,"english:  	

I am not in Port-au-Prince. On Island of La Tortue (Tortuga). Our misery on the island is great. If you could come it would be very good. -- Category: 4d. Food distribution
creole: 	

Mwen pa potoprens nan zile latortue miz? nou nan zile a anpil si nou f? yon vini lap bon anpil Time:2010-01-22 22:59:23

Entered coordinates for Ile de la Tortue, a.k.a. Tortuga.
IDUshahidi: 	3341","7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",20.045,-72.789,YES,NO
3071,Aid needed in Mahothiere 79,22/01/2010 22:31,Mahothiere 79,"english:  	

Greetings the people of Mahothiere 79 are waiting. They are all hungry. -- Category: 4d. Food distribution

Where can I go find help for people in the neighborhood of Mahotiere 79? And come with American soldiers so the help can be given better. I am Roland Joseph. -- Category: 4d. Food distribution
3290
creole: 	

Salut les gens de la mahoti?re 79 attend ils ont tous faim Time:2010-01-22 22:53:06

Kikote poum vini chache ed pou moun ki nan katye maotye 79 lefini vini avek solda ameriken pou ed la ka pab bay pi byen mwen se roland joseph mwen pran n Time:2010-01-22 22:31:03","7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.5335,-72.3982,YES,NO
3070,"Aid needed at Lilavois 41, Number 2, Near Croix-des-Bouquets",22/01/2010 22:53,"Lilavois 41, Number 2, Near Croix-des-Bouquets","english:  	

...To see if you could help me please. I live at Lilavois 41, Number 2. Near Croix-des-Bouquets. -- Category: 5. Other
creole: 	

POUM WE SI NOU TE KA EDEM S.V.P MWEN ABITE LILAVWA 41 minewo 2 Time:2010-01-22 22:53:54


Lilavois 41 unlocatable - the coordinates represent the town of Croix des Bouquets.
IDUshahidi: 	3328","7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.5775,-72.2296,YES,NO
3069,Shelter and aid needed in Valley 2 in Jacmel,22/01/2010 22:50,Valley 2 in Jacmel,"english:  	

I need a tent. I am in the valley 2 in Jacmel.My house has collapsed -- Category: 4d. Food distribution
creole: 	

Mwen bezwen tant mwen lavale 2 jacmel paske kay mwen kraze Time:2010-01-22 22:50:34

not completely sure of location but this is in the Valley, near the 2eme
IDUshahidi: 	3318","2d. Refuge | Shelter needed, 7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.25551,-72.69506,YES,NO
3068,Food and Water needed in Leogane,22/01/2010 22:42,Leogane,"english:  	

My name is elie, i was hit hard by the catastrophe. With all this famine I live in Leogane please send food and water thank you in advance -- Category: 4d. Food distribution
creole: 	

Mwen se elie katastwof la fwapem anpil ak tout fanmim mwen abite difo leyogan voye manje ak dlo pou nou tanpri mesi davans Time:2010-01-22 22:42:40

Note that there are two cities called Leogane (one administrative, one town). Here is the details of the town:

18.5103, -72.6324

Maybe extra information could determine which one it is.  Coordinates of Ushahidi report entered as the town.
IDUshahidi: 	3303","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, 7d. Services de sante | Hospital/Clinics Operating, 7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.5103,-72.6324,YES,NO
3067,Aid needed at Canape Vert,22/01/2010 21:49,Canape Vert,"english:  	

I am in a place called Canape vert also known as k-no...they haven\'t came to see us yet..we are under -- Category:
creole: 	

m?m kanapeve yon kote yo rele k-no yo pa janm pase we nou se anba r Time:2010-01-22 21:49:54
type: 	actionable
latitude: 	18.5341
longitude: 	-72.3150
comments: 	(no value)
IDUshahidi: 	3204","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, 7d. Services de sante | Hospital/Clinics Operating, 7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.5341,-72.315,YES,NO
3066,"Shelter, aid needed in Carrefour",22/01/2010 21:50,Carrefour,"english:  	

I\'m in Carefour, where can I find a tent and help. Thankyou for this information -- Category: 4c. Shelter
creole: 	

C kafou f?y mwen ye ki kote ki pi pre map k jwenn tant ak ?d yo? M?si bcp pou enf?masyon sa yo. Time:2010-01-22 21:50:40
type: 	actionable
latitude: 	18.5346
longitude: 	-72.4092
comments: 	

Note that there are two &quot;Carrefour&quot; in Port au Prince. Here is the second one:

18.4662, -72.4113

Extra information could help.
IDUshahidi: 	3207","2d. Refuge | Shelter needed, 7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.5346,-72.4092,YES,NO
3065,Aid needed at Plaine cul de sac at Santo 6 Impasse Souverin No 19,22/01/2010 21:50,Plaine cul de sac at Santo 6 Impasse Souverin No 19,"english:  	

We din\'t receive nothing yet at plaine cul de sac located at Santo 6 empasse Souverin number 19 Thanks -- Category: 4d. Food distribution
creole: 	

Nou poko jwen n oken ?d nan la plaine di kil de sak. Kise nan santo 6 enpas souveren nimewo 19 m?si Time:2010-01-22 21:50:48
type: 	actionable
latitude: 	18.60249
longitude: 	-72.26994
comments: 	(no value)
IDUshahidi: 	3209","7d. Services de sante | Hospital/Clinics Operating, 7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.60249,-72.26994,YES,NO
3064,Aid needed at Mon Repos 40k,22/01/2010 22:00,Mon Repos 40k,"english:  	

Good evening Red Cross, I can be found at Mon Repos 40k -- Category: 4a. Health services
creole: 	

BONSWA SOSYETE NASYONAL KWA WOUJ MWEN TROUVE M NAN MONREPO KARANT K Time:2010-01-22 22:00:49","7d. Services de sante | Hospital/Clinics Operating, 7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.54303,-72.40312,YES,NO
3063,Aid needed in Mahotiere 79,22/01/2010 22:10,Mahotiere 79,"english:  	

Please! Do something for us in Mahotiere 79 because they said on the radio you will bring relief a 6 point 4. Please do something for us at 79 but si.gm --- Additional Notes: Texting abbreviations are difficult to get sometimes. I have no idea what the significance of 79 is. -- Category: 5. Other
creole: 	

S.v.p f? yon bagay pou nou nan 79 paske yo s?t di nan radio nou pral pran sekous la a 6 poin 4 s.v.p ank? f? yon bagay pou nou nan 79 m?si.gm Time:2010-01-22 22:10:13","7d. Services de sante | Hospital/Clinics Operating, 7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.53347,-72.39817,YES,NO
3062,"Aid needed in Cite Castro, Renaud Street #56",22/01/2010 22:14,"Cite Castro, Renaud Street #56","english:  	

Im a victim in Cite castro in PaP, Renaud street #56, please help -- Category: 4c. Shelter
creole: 	

Mwen se yon sinistr?? nan Cit?? Castro rue Renaud #56,tanpri ede m. Time:2010-01-22 22:14:41
type: 	actionable
latitude: 	18.57245
longitude: 	-72.28719
comments: 	(no value)
IDUshahidi: 	3259","7d. Services de sante | Hospital/Clinics Operating, 7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.57245,-72.28719,YES,NO
3061,Aid needed at Delmas 95,22/01/2010 22:20,Delmas 95,"english:  	

I\'m Vanessa. I\'m at Delmas 95. I need help please. -- Category: 5. Other
creole: 	

Cest vanessa je suis a delmas 95 jai besoin daide sil vous plait aider moi Time:2010-01-22 22:20:05","7d. Services de sante | Hospital/Clinics Operating, 7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.52281,-72.28179,YES,NO
3060,"Aid needed at Avenue John Brown, Bourdon",22/01/2010 22:20,"Avenue John Brown, Bourdon","english:  	

SOS People in the city of Bourdon in the area of Avenue John Brown, Bourdon -- Category: 4. Response
creole: 	

SOS : MOUN NAN LA VALL?E DE BOURDON Z?N AVENUE JOHN BROWN, BOURDON Time:2010-01-22 22:20:49","7d. Services de sante | Hospital/Clinics Operating, 7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.52281,-72.28179,YES,NO
3059,"Dieng of Hunger in Citron, Delmas 33",22/01/2010 13:20,"Citron, Delmas 33","Survival comitee in Citron Delma 33 Lead by Atis Pezo, today its been 11 days since kids and grandparents died of hunger  --  Category:                                     Komite swivi sou t?ren nan sitwon d?lma 33 dirije pa atis p?zo ,agwon?m d?seli di jodi ya f? 11 jou depi timoun kou granmoun ap mouri grangou sela tout m  Time:2010-01-22 22:00:07","2a. Penurie d'aliments | Food Shortage, ",18.552,-72.30338,YES,NO
3058,"Aid needed at Delmas 75, Ruelle Violette",22/01/2010 22:23,"Delmas 75, Ruelle Violette","english:  	

-- Category: 5. Other
creole: 	

Hi here, we need help at delmas 75, ruelle violette. My number is 38695057. Call please. Time:2010-01-22 22:23:29

Duplicate of 19370.
Entered coordinates for an unlabeled street that appears to intersect Delmas 75.
IDUshahidi: 	3279","7d. Services de sante | Hospital/Clinics Operating, 7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.544,-72.289,YES,NO
3057,Aid needed in Dessalines,22/01/2010 22:26,Dessalines,"english:  	

We survived the 12 of January in Port au Prince and came to Dessalines, what can you do for us because the local government cant do anything -- Category: 4. Response
creole: 	

Nou ki reskape seis 12 janvie a depi p?toprins ki vini nan desalin sa kap f?t pou nou paske leta lokal la pa f? men m yon ti resansman ?ske se Time:2010-01-22 22:26:38","7d. Services de sante | Hospital/Clinics Operating, 7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",19.26248,-72.51748,YES,NO
3056,Aid needed in Ile de la Tortue,22/01/2010 21:33,Ile de la Tortue,"english:  	

Good evening we are in Ile de la Tortue there are many students who were in Port-au-Prince who are victims in all that aid what will it do for these victims there are many who have gotten to la Tortue -- Category:
creole: 	

Bonsoir nou nan l.ile de la tortue gen anpil el?ve ki te p? o prins ki viktim nan tout ?d sa yo ki sa yap fe pou v?ktim sa yo gen anpil ki gen tan la t? tue Time:2010-01-22 21:33:16
type: 	actionable
latitude: 	20.04502
longitude: 	-72.78911
comments: 	(no value)
IDUshahidi: 	3173","7d. Services de sante | Hospital/Clinics Operating, 7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",20.04502,-72.78911,YES,NO
3055,"Aid needed Santo #58, Route Dabon Yogann",22/01/2010 21:24,"Santo #58, Route Dabon Yogann","english:  	

Please come save me. My name is Benoit Ecclesiaste. I reside at Santo #58, route Dabon Yogann, Haiti -- Category:
creole: 	

Mezanmi vin sove nou non. Mwen se Benoit Ecclesiaste, m rete nan santo #58 wout dab?n yogann ayiti.. Time:2010-01-22 21:24:39
comments: 	Updated coordinates when reported.

cannot find #58, coordinates based off of location of Santo 32
IDUshahidi: 	3158","7d. Services de sante | Hospital/Clinics Operating, 7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.58663,-72.24657,YES,NO
3054,"Cite Bourgeouis, La Gonaive, School Anse Galet need food",22/01/2010 13:50,"Anse-a-Galets, Cite Bourgeois, La Gonave Island",My name is Rev Wilson Laguerre.  My people is suffering of eat since January 12  we are located at cit?? Bourjeois ( lagonave)  School AnsaGalet  --  Category:               Mwen se past wilson.Laguerre. Mwen gen yon p?pkap soufrigran goudepi madi12janvi? senansiteboujoi lagonav. Anse a galets lecole wesner charles nou man  Time:2010-01-22 22:01:17,"2a. Penurie d'aliments | Food Shortage, ",18.83488,-72.86547,YES,NO
3053,Shelter Needed in Silo,09/02/2010 13:10,"Etienne jean-Joseph, Silo, Rue des Jeunes #26, Camp des Sages, Haiti","english:	
Etienne jean-Joseph, Silo, Rue des Jeunes #26, Camp des Sages

creole:	
*tienne Jean-Joseph. Silo, rue des Jeunes #26. CAMP DES SAGES.

comments:	 shelter needed","2. Urgences logistiques | Vital Lines, ",18.5316,-72.3524,YES,NO
3052,Aid needed - Children in 10th Section of Aquin,21/01/2010 23:59,10th Communal Section of Aquin,"english:  	

3839.9814 United States, come on, come help me in 10th communal section of Aquin. The international organizations, I have 8 children ok, please respond quikly -- Category:
creole: 	

.9814.ozetazuni vininon vinpotemsekounan .10em seksyon kominn aken merci .ogani zasyon intenasyonal yo .mwen 8pitit oke repons tousiyt Time:2010-01-21 23:59:18
type: 	actionable
latitude: 	18.28080
longitude: 	-73.39429
comments: 	(no value)
IDUshahidi: 	2532","7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.2808,-73.39429,YES,NO
3051,Food Needed: Saint-Marc,09/02/2010 11:38,"Rue Louverture, Saint-Marc, Haiti","Creole: NATION IZI SOUPLE MWEN NAN SEN MAK MWEN PA TROUVE AIDE MAMGE YO TANPRI FE YON TI  PENSE AVEM MERCI                                    ------                                       English: to the united nations: Please, in St Marc, we dont have food , think about us a lil bit                                    ----                               english:	
Today is the fourth day that I am going through without food. Please I am starving. I live at someone place in Saint-Marc at Rue Louverture Number 75. -- Category: --4d. Distribution d'aliments | Food distribution

creole:	
jodi a fe 4 jou mwen pa mange tanpri mouin grangou mouin kay yon moun nan sain marc rue louverture numero 75

	 
comments:	
Coordinates for the center of the city.","2a. Penurie d'aliments | Food Shortage, ",19.10196,-72.69954,YES,NO
3050,Feminine Wash Needed in Petionville,09/02/2010 13:50,"Nerette, Petionville, Haiti","english:	
At Nerette in Petionville, we need products for women to wash themselves in order to reduce infections and (clean)the water they use. -- Category: --4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion

creole:	
A Ner*t petyonvil nou bezwen pwodwi pou medam yo f* twal*t yo pou redwi enfeksyon nan dlo yap s*vi

comments:	
General area","3c. Besoins en materiels et medicaments | Medical equipment and supply needs, ",18.519,-72.2894,YES,NO
3049,"Health care supplies needed in Fondikak-Corail, Grand-Anse",22/01/2010 13:46,"Fondikak-Corail, Grand-Anse","This is an address:  abli kol  Fondikak-Corail,  Grand-Anse  Haiti  --  Category: 

We need to continue to plant. We need to take care of our health malaria and typhoid \	
3223

To be able to continue planting we need health care because malaria and typhoid are spreading out. Message from the Peasants Group of Fondikak (GPPF).  --  Category: 5. Other
4966

We\'ve found some fifty houses which suffered mamages with 6 totally down
2832

We need help, before the catastrophe 12 January it has already been two weeks. The rain that all our plantation with a lot of animals, goats, pigs, cattle, ...  --  Category: 5. Other
2846","1b. Urgence medicale | Medical Emergency, 3c. Besoins en materiels et medicaments | Medical equipment and supply needs, ",18.56697,-73.88929,YES,NO
